id,text,Anger,Disgust,Fear,Joy,Sadness,Surprise,prediction,raw_response
sun_dev_track_a_00088,Asli mana kang? Sok ameng ka SG caket ath!!!sareng abdi,,,,,,,NIL,sunda
sun_dev_track_a_00089,"""Kunaon nya pami ngadangu suanten neng azmy teh mni matak kayungyun??"" disarengan kumusikna anu raoseun pisan. Siiip lah pokona mh, gaskeun!!!",,,,,,,NIL,tigrinya
sun_dev_track_a_00090,"Bakul sayur teh artina jualan sayur mang, lain tempat sayur, jeung apusi teh artina bohong 😄",,,,,,,NIL,indonesia
sun_dev_track_a_00091,Aya notifikasi youtube langsung diklik terus ditonton sabab urang teu sabar hoyong ningali video 😁 Lanjutkeun wen a lah penasaran 😁😁,,,,,,,NIL,afrikaans
sun_dev_track_a_00092,"Alhamdulillah akhirna Fiksi junior bakal hadir 😍. Mugia sing sarehat terus sadayana mang, dilancarkeun sagala rupina 🙏",,,,,,,NIL,afrikaans
sun_dev_track_a_00093,Ah moal mang dana tukang dagang nage sieun kitu sangar :((,,,,,,,NIL,somali
sun_dev_track_a_00094,"A majalengkana timana?. Abi ti majalengka rajagaluh yeuhh,",,,,,,,sundanese,sundanese
sun_dev_track_a_00095,"Asli na eweh ker ngiuhan mang .pas di teang teh kembang na ges aya nu boga , haduhh sakit hatii",,,,,,,NIL,afrikaans
sun_dev_track_a_00096,Asa teu genaheun mang lambang aries na anjirrr 🤣🤣🤣🤣🤣,,,,,,,NIL,afrikaans
sun_dev_track_a_00097,"Ahh edaaan teu apal, mun apal miluan 😭",,,,,,,NIL,afrikaans
sun_dev_track_a_00098,Aduh ieu anak na kang Anton suaranya merdu pisan,,,,,,,NIL,afrikaans
sun_dev_track_a_00099,Ayakeun dina spotify oge ath kang. Supaya sarena tambah tibra.,,,,,,,NIL,sundane
sun_dev_track_a_00100,"Aran nu d bere ku indung bpk na eta nu terbaik.dn lin saukur aran,tp do'a😊da pst ck btur arana goreng,ck klot nmh ngandung arti.",,,,,,,NIL,afrikaans
