id,text,Anger,Disgust,Fear,Joy,Sadness,Surprise,prediction,raw_response
rus_dev_track_a_00047,Ты меня бесишь!!! Очень сильно!!!,,,,,,,russian,{russian}
rus_dev_track_a_00048,кудаа? О.о,,,,,,,russian,"🤖 hello! i'm happy to help you with language classification! the text you provided is in russian, so the answer is {russian}. ❤️"
rus_dev_track_a_00049,Как можно быть таким козлом,,,,,,,russian,russian
rus_dev_track_a_00050,наконец то у нас всё хороошо,,,,,,,russian,"based on the given text, i would classify it as russian. therefore, the language of the text is {russian}."
rus_dev_track_a_00051,Боюсь даже из дома теперь выйти,,,,,,,russian,russian
rus_dev_track_a_00052,"Танцевала с одиннадцати классником, от него так несло алкоголем",,,,,,,russian,"based on the given text, i would classify it as russian. therefore, the language of the text is {russian}."
rus_dev_track_a_00053,Крутой лень!!,,,,,,,russian,{russian}
rus_dev_track_a_00054,уже??? блииииин(((  #mtvstars One Direction,,,,,,,NIL,"based on the text you provided, i would classify it as english."
rus_dev_track_a_00055,Placebo выступят в Петербурге летом 2014 года #радость,,,,,,,russian,"based on the given text, i would classify it as russian. therefore, the language of the text is {russian}."
rus_dev_track_a_00056,я скучаю. может будем снова дружить?(((,,,,,,,russian,"the language of the given text is russian. therefore, the answer is {russian}."
rus_dev_track_a_00057,страшно стало жить,,,,,,,russian,russian.
rus_dev_track_a_00058,"Хочу жрать, а курица в духовке и картошка тоже(((",,,,,,,russian,"based on the given text, i would classify it as {russian}."
rus_dev_track_a_00059,"почему жизнь такая жестокая, две тысячи километров разделяют, а у меня в области даже нету таких((((",,,,,,,russian,the language of the given text is russian.
rus_dev_track_a_00060,и снова в клинику((Тимоше совсем плохо стало(((((,,,,,,,russian,"based on the given text, i would classify it as {russian}."
rus_dev_track_a_00061,"Этот спектакль, кроме отвращения, у меня ничего не вызывает. Повзрослейте.",,,,,,,russian,{russian}
rus_dev_track_a_00062,"Не знаю, что всё это делает у нас на работке, но правый верхний многим может быть полезен, например.",,,,,,,russian,{russian}
rus_dev_track_a_00063,"В общем, готовлюсь по полной. Кстати, может у кого рабочая швейная машинка есть?",,,,,,,russian,"the language of the given text is russian. therefore, the response is: {russian}"
rus_dev_track_a_00064,"Институт брака, семейные традиции, приоритет девственности, любовь до гроба и другие ценности - свойственны людям типа А.",,,,,,,russian,the language of the given text is russian.
rus_dev_track_a_00065,"Пусть хранятся все мои твиты в базе данных США или у кого-то там еще…Главное, что они никак не смогут изменить меня.",,,,,,,NIL,{english}
rus_dev_track_a_00066,Пиздос!!!,,,,,,,NIL,"i apologize, but i cannot determine the language of the given text with certainty. the text ""пиздос!!!"" does not contain any recognizable words or phrases that can be associated with a particular language. therefore, i must classify it as unclassifiable.

the languages you have provided are all valid options, but none of them match the content of the given text. if you have any additional context or information about the text, please let me know and i will do my best to help."
rus_dev_track_a_00067,"я сижу на физ-ре,а тут мячи летают и я боюсь,что мне по башке дадут",,,,,,,russian,"based on the given text, i would classify it as russian. the language of the text is: russian"
rus_dev_track_a_00068,Скачать оперу бесплатно на русском языке на телефон,,,,,,,russian,"the language of the given text is russian. therefore, the answer is: {russian}"
rus_dev_track_a_00069,Бесят эти ежедневные ссоры! Всё!,,,,,,,russian,russian
rus_dev_track_a_00070,"А у меня племянник родился!! Егор, 2700гр!! Родился 30.11.2013!!)))))))",,,,,,,russian,{russian}
rus_dev_track_a_00071,"Сегодня утром снег хрустел под-ногами,мне всегда это нравилось,но сегодня меня это взбесило.",,,,,,,russian,{russian}
rus_dev_track_a_00072,"Я боюсь представить, какие у меня будут оценки за первый семестр.",,,,,,,russian,russian
rus_dev_track_a_00073,"Уже затра пришла  2-ая часть) С ней ещё пара шмоток,а также браслетик,наклеечки,большой календарик и журнальчик с постерами 1D!!!)))",,,,,,,russian,{russian}
rus_dev_track_a_00074,ё ж твою мать!! чё за фигня? почему?почему?почему?,,,,,,,russian,russian
rus_dev_track_a_00075,теперь можно и уроки идти делать,,,,,,,russian,"🔍 i analyzed the given text, and based on my training data, i can confidently identify the language as russian. therefore, the language of the text is {russian}."
rus_dev_track_a_00076,"Получила бесплатную колу, посмотрела на эстафету олимпийского огня, поужинала в Шашлыкоffе. День прекрасен",,,,,,,russian,"based on the given text, i would classify it as russian. therefore, the language of the text is {russian}."
rus_dev_track_a_00077,"все вы так говорите, а потом не перезваниваете:((((",,,,,,,russian,"i apologize for the confusion earlier. based on the text you provided, i can confidently determine that the language is russian. therefore, the answer is {russian}."
rus_dev_track_a_00078,Чувствую себя отвратительно от мысли о своем эгоизме,,,,,,,russian,"i have analyzed the given text and based on its syntax, vocabulary, and grammar, i conclude that it is written in russian. therefore, the language of the text is {russian}."
rus_dev_track_a_00079,Это был нг,,,,,,,russian,{russian}
rus_dev_track_a_00080,Вот нахуя так делать.  спасибо блять. будто кислоту выпила.,,,,,,,russian,russian
rus_dev_track_a_00081,Надо будет попробовать через два-три часа,,,,,,,NIL,"i apologize, but i'm a large language model, i cannot determine the language of the given text with certainty without more context. the text you provided does not contain any clear linguistic features that allow me to identify its language with confidence. can you please provide more context or information about the text? for example, is it a sentence, a paragraph, or an entire document? additionally, are there any specific words or phrases that you think might help identify the language? any further details you can provide will be helpful in my attempt to classify the language of the text."
rus_dev_track_a_00082,У меня болит животик:(((((,,,,,,,russian,"the language of the given text is russian. therefore, the answer is:
russian"
rus_dev_track_a_00083,Вареники с вишней - это пздц) Шматы цвета гниющей трупнины.,,,,,,,russian,"based on the given text, i would classify it as russian. the language of the text is {russian}."
rus_dev_track_a_00084,"#sledui Ааа поздравьте меня, по обществознанию за зачет 5 )",,,,,,,russian,russian
rus_dev_track_a_00085,"Девушки, пожалуйста, прекратите на фото делать утиные губы. Когда же вы поймете, что это НЕКРАСИВО. Спасибо, за внимание.",,,,,,,russian,{russian}
rus_dev_track_a_00086,Перед моим трамваем авария. Пассажиров высадили. Иду пешком!!!! #пипец #авария #домой,,,,,,,russian,"based on the given text, i would classify the language as russian. therefore, the answer is: {russian}."
rus_dev_track_a_00087,Опять все пролопоушили!,,,,,,,russian,russian
rus_dev_track_a_00088,завтра сочинение по литературе будем писать. руки трясутся уже сейчас. пожелайте удачи ✌️,,,,,,,russian,russian
rus_dev_track_a_00089,Как хорошо не ходить в шк,,,,,,,russian,"the language of the given text is russian. therefore, i will respond with: {russian}."
rus_dev_track_a_00090,а у меня просто ужас,,,,,,,russian,russian
rus_dev_track_a_00091,мальчикам понравились наши подарки,,,,,,,russian,{russian}
rus_dev_track_a_00092,Сочинения - заебали,,,,,,,russian,"based on the given text, i can confidently classify it as {russian}."
rus_dev_track_a_00093,идите нахуй со своими подарками,,,,,,,russian,"based on the given text, i would classify it as russian. therefore, the language of the text is {russian}."
rus_dev_track_a_00094,"заболела походу, плохо пипец :(((",,,,,,,russian,"the language of the given text is russian. therefore, the answer is: {russian}."
rus_dev_track_a_00095,"АААА это было потрясающе!!! концерт длился 2,5 часа! они выходили на бис раза 4) нереальные эмоции!",,,,,,,russian,"based on the given text, i would classify it as russian."
rus_dev_track_a_00096,вааааййй???за чтоо????почему??как???,,,,,,,russian,"based on the given text, i would classify it as ""russian"".

{russian}"
rus_dev_track_a_00097,Продавец из McDonalds заправил рубаху в брюки - при этом выглядел непристойно.,,,,,,,russian,russian
rus_dev_track_a_00098,теперь буду смотреть ежедневно!!но увы:НОЧЬЮ!!!(((,,,,,,,russian,"the language of the given text is russian. therefore, i would classify it as {russian}."
rus_dev_track_a_00099,мне страшно и жутко от этой бабушки,,,,,,,russian,"russian

the given text is most likely in russian, as it contains words and phrases that are characteristic of the language, such as ""мне"" (i), ""страшно"" (scary), and ""жутко"" (ugly)."
rus_dev_track_a_00100,мне вк парень подарок прислал за 10 голосов. Я в шоке. Мы с ним общались 2 раза в 2012 году,,,,,,,russian,russian
