id,text,Anger,Disgust,Fear,Joy,Sadness,Surprise,prediction,raw_response
sun_dev_track_a_00051,Ampun mang nu urang mah geus di hapusan era ningalina ge 🤣,,,,,,,sundanese,sundanese
sun_dev_track_a_00052,2:23 loba teuin ngadahar tulang lunak 😊,,,,,,,sundanese,sundanese
sun_dev_track_a_00053,Aduh si enang enak keun aaah,,,,,,,sundanese,sundanese
sun_dev_track_a_00054,"Ah notif na teu dihurungkeun, jadi teu update kamana wae atu",,,,,,,sundanese,sundanese
sun_dev_track_a_00055,"Aduh mantap kieu, ieu lagu 😁👍",,,,,,,sundanese,sundanese
sun_dev_track_a_00056,"Cing panjang umur mang fiksi,Cing sarehat,cing garede milik,Terharu euy ningali na ada hayang ceurik,Salam ti Bandung mang:(",,,,,,,sundanese,sundanese
sun_dev_track_a_00057,"Bass na ngeunaheun euy, mantap kang👍👍👍👍",,,,,,,sundanese,{sundanese}
sun_dev_track_a_00058,"""Ceuk urang mah jelema goblok teh nyaeta"". ""Nginjem motor batur tapi mang pang anterkeun"" goblok sia sorry mang hayang deui wkwkwk",,,,,,,sundanese,sundanese
sun_dev_track_a_00059,"Aya raja aya patih Dipaehan ngucur getih Sanes kanyeri putus nu teu euih euih Nyeri hate rek nyantet, teu matih😢😅😂",,,,,,,NIL,somali
sun_dev_track_a_00060,Apa cuman urang nu mikir teh rina siga bunga ehan??,,,,,,,sundanese,{sundanese}
sun_dev_track_a_00061,Assalamualaikum neng Laila salam kenal ti abdi Dadang Jakarta asal Sunda Pandeglang jujur sy suka dgn neng laila,,,,,,,sundanese,{sundanese}
sun_dev_track_a_00062,Asa kenal eta teh nu nganggo acuk koneng mang dana :D,,,,,,,sundanese,{sundanese}
sun_dev_track_a_00063,"#SidangPaperDay Sabara geregetna didinya edek sidang??? Kedeng deui urang edek sidang trus urang izin ka jamban, Trusss, ??? Teu balik deui, 😅😅😅",,,,,,,sundanese,sundanese
sun_dev_track_a_00064,Awokwokwok nyeri beuteung mang ah 🤣😂,,,,,,,NIL,afrikaans
sun_dev_track_a_00065,"Anu jadi pertanyaan, ari GOBLOG teh binatang naon 😁",,,,,,,sundanese,sundanese
sun_dev_track_a_00066,Batur : Mang naha mundur? Urang : Da youtube na teu payu☹️ Bantu subrek mang Salam sunda🙌,,,,,,,sundanese,{sundanese}
sun_dev_track_a_00067,"Alus pisan edunkeun slalu Sakang , sehat slalu sareng keluarga, salam Gunung Halu",,,,,,,sundanese,{sundanese}
sun_dev_track_a_00068,"Aslina karya mang dana makin kadieu makin top lahh, hirup urang sunda , 👍👍👍",,,,,,,sundanese,{sundanese}
sun_dev_track_a_00069,Assiapppp juara iyeu video salfok ka bobotoh anyar tapi asa pang apalna wkwkw 😆,,,,,,,sundanese,sundanese
sun_dev_track_a_00070,Alhamdulillah sehat samulihna kumaha mang. #majalaya hadir Hampura karek nonton ayeuna Karyana mah Hade pisan lah 👍👍👍,,,,,,,sundanese,sundanese
sun_dev_track_a_00071,Apa urang hungkul nu nonton di tahun 2021? Cung saha wae nu nonton di tahun 2021?,,,,,,,sundanese,{sundanese}
sun_dev_track_a_00072,"Budak ngora hade reuseup basa sunda teruskeun jang alus pisan.euyyy,",,,,,,,sundanese,{sundanese}
sun_dev_track_a_00073,Abdi neng panganten anyar unggal dinten ge sarencengan weh 😁😂😀😀😅😅😆,,,,,,,NIL,somali
sun_dev_track_a_00074,"1:30 anyar tidagor kitu Jang, ?? Hehehe 2:55 jiga geunahen Tah lamun di bincurang bitisna ti tukang, Hehehe,",,,,,,,sundanese,sundanese
sun_dev_track_a_00075,Anyang-anyangan bukannya sejenis Jeungjeuriheun nya ?,,,,,,,sundanese,sundanese
sun_dev_track_a_00076,Abdi hoyong Ipone 18 abdi tos nga Subcsrice Chanel FIKSI sadayana mohon bantuanna,,,,,,,sundanese,sundanese
sun_dev_track_a_00077,Aku belum makan karna tdk ada deungeunnya. 😂,,,,,,,sundanese,sundanese
sun_dev_track_a_00078,"Asli keren pisan, ga bosen puterin nya. Musik sama vokal valdy enakeun",,,,,,,sundanese,{sundanese}
sun_dev_track_a_00079,"Asli ngakak, bodor pisan. bahasana lah pikaseurieun.",,,,,,,sundanese,{sundanese}
sun_dev_track_a_00080,"Anjiirrr keren editingna uy, Hayang bisa da. Nganggo aplikasi naon editna bang?",,,,,,,sundanese,{sundanese}
sun_dev_track_a_00081,"Asli ending na sedih kang, Rumaos sami abdi ge pun mamah tos te aya, Hayu urg doa kn org tua nu tos te aya, alpatihah",,,,,,,sundanese,{sundanese}
sun_dev_track_a_00082,"""Ahhh ceuk saha? anu rangsak mh rangsak weh, "" hahahaa",,,,,,,NIL,afrikaans
sun_dev_track_a_00083,"Aduh sami atuh mang abdi ge ti majalengka turunan rajagaluh,",,,,,,,sundanese,sundanese
sun_dev_track_a_00084,"ASLI SUMEDANG Ngarasa Bangga, Komo Dibawakeun Laguna Ku 3 Pemuda Berbahaya",,,,,,,sundanese,sundanese
sun_dev_track_a_00085,"Aduh alah iyeuuu, bukan aduh alah ieung",,,,,,,NIL,oromo
sun_dev_track_a_00086,Anu caket we aa Abdi ti garut 🙏,,,,,,,NIL,somali
sun_dev_track_a_00087,"Assalamu'alaikum wr wb, teteh kengeng teu upami abdi silaturahmi ka bumi teteh , meni kabita botram 🙏🙏👍",,,,,,,sundanese,sundanese
sun_dev_track_a_00088,Asli mana kang? Sok ameng ka SG caket ath!!!sareng abdi,,,,,,,sundanese,{sundanese}
sun_dev_track_a_00089,"""Kunaon nya pami ngadangu suanten neng azmy teh mni matak kayungyun??"" disarengan kumusikna anu raoseun pisan. Siiip lah pokona mh, gaskeun!!!",,,,,,,sundanese,sundanese
sun_dev_track_a_00090,"Bakul sayur teh artina jualan sayur mang, lain tempat sayur, jeung apusi teh artina bohong 😄",,,,,,,sundanese,sundanese
sun_dev_track_a_00091,Aya notifikasi youtube langsung diklik terus ditonton sabab urang teu sabar hoyong ningali video 😁 Lanjutkeun wen a lah penasaran 😁😁,,,,,,,sundanese,sundanese
sun_dev_track_a_00092,"Alhamdulillah akhirna Fiksi junior bakal hadir 😍. Mugia sing sarehat terus sadayana mang, dilancarkeun sagala rupina 🙏",,,,,,,sundanese,sundanese
sun_dev_track_a_00093,Ah moal mang dana tukang dagang nage sieun kitu sangar :((,,,,,,,sundanese,sundanese
sun_dev_track_a_00094,"A majalengkana timana?. Abi ti majalengka rajagaluh yeuhh,",,,,,,,sundanese,sundanese
sun_dev_track_a_00095,"Asli na eweh ker ngiuhan mang .pas di teang teh kembang na ges aya nu boga , haduhh sakit hatii",,,,,,,sundanese,sundanese
sun_dev_track_a_00096,Asa teu genaheun mang lambang aries na anjirrr 🤣🤣🤣🤣🤣,,,,,,,sundanese,{sundanese}
sun_dev_track_a_00097,"Ahh edaaan teu apal, mun apal miluan 😭",,,,,,,sundanese,sundanese
sun_dev_track_a_00098,Aduh ieu anak na kang Anton suaranya merdu pisan,,,,,,,sundanese,{sundanese}
sun_dev_track_a_00099,Ayakeun dina spotify oge ath kang. Supaya sarena tambah tibra.,,,,,,,sundanese,{sundanese}
sun_dev_track_a_00100,"Aran nu d bere ku indung bpk na eta nu terbaik.dn lin saukur aran,tp do'a😊da pst ck btur arana goreng,ck klot nmh ngandung arti.",,,,,,,sundanese,{sundanese}
