id,text,Anger,Disgust,Fear,Joy,Sadness,Surprise,prediction,raw_response
rus_dev_track_a_00059,"почему жизнь такая жестокая, две тысячи километров разделяют, а у меня в области даже нету таких((((",,,,,,,NIL,оромо
rus_dev_track_a_00060,и снова в клинику((Тимоше совсем плохо стало(((((,,,,,,,NIL,оромы́й
rus_dev_track_a_00061,"Этот спектакль, кроме отвращения, у меня ничего не вызывает. Повзрослейте.",,,,,,,russian,"рассматривая text ""этот спектакль, кроме отвращения, у меня ничего не вызывает. повзрослейте"", language becomes russian."
rus_dev_track_a_00062,"Не знаю, что всё это делает у нас на работке, но правый верхний многим может быть полезен, например.",,,,,,,NIL,afrikaans
rus_dev_track_a_00063,"В общем, готовлюсь по полной. Кстати, может у кого рабочая швейная машинка есть?",,,,,,,NIL,амариканский
rus_dev_track_a_00064,"Институт брака, семейные традиции, приоритет девственности, любовь до гроба и другие ценности - свойственны людям типа А.",,,,,,,NIL,семейные традиции и(values)
rus_dev_track_a_00065,"Пусть хранятся все мои твиты в базе данных США или у кого-то там еще…Главное, что они никак не смогут изменить меня.",,,,,,,NIL,"с linguistic точки зрения, возможные варианты:

afrikaans
амариканский
german
englisch (austriäisch) 
оромэ (ынэ́грэ́инэ́)
русский
somali
 sundanese (sunda or sunda languages)
tigrinya"
rus_dev_track_a_00066,Пиздос!!!,,,,,,,NIL,"i'm not sure what language that is. can you please provide more context or information about where you heard that phrase? i'll do my best to help you identify the correct language.

(note: pizdos is a slavic word, and it's possible that it might be from a specific dialect or language.)"
rus_dev_track_a_00067,"я сижу на физ-ре,а тут мячи летают и я боюсь,что мне по башке дадут",,,,,,,NIL,сообщение оphysical therapy.
rus_dev_track_a_00068,Скачать оперу бесплатно на русском языке на телефон,,,,,,,NIL,"поскольку текст не содержит никакой информации о том, что он относится к опере, я могу сделать вывод, что это скорее об acoustic или музыкальная информация, а не опера. 

окончательный ответ - русский."
rus_dev_track_a_00069,Бесят эти ежедневные ссоры! Всё!,,,,,,,NIL,afrikaans
rus_dev_track_a_00070,"А у меня племянник родился!! Егор, 2700гр!! Родился 30.11.2013!!)))))))",,,,,,,NIL,орусь
rus_dev_track_a_00071,"Сегодня утром снег хрустел под-ногами,мне всегда это нравилось,но сегодня меня это взбесило.",,,,,,,NIL,орусьский
rus_dev_track_a_00072,"Я боюсь представить, какие у меня будут оценки за первый семестр.",,,,,,,NIL,{амариканский}
rus_dev_track_a_00073,"Уже затра пришла  2-ая часть) С ней ещё пара шмоток,а также браслетик,наклеечки,большой календарик и журнальчик с постерами 1D!!!)))",,,,,,,NIL,амариканский
rus_dev_track_a_00074,ё ж твою мать!! чё за фигня? почему?почему?почему?,,,,,,,NIL,"sorry, i cannot provide a translation of this text. why can't i? because it contains explicit content and language that is considered strong or offensive in many cultures. can i help you with something else?"
rus_dev_track_a_00075,теперь можно и уроки идти делать,,,,,,,NIL,орусь
rus_dev_track_a_00076,"Получила бесплатную колу, посмотрела на эстафету олимпийского огня, поужинала в Шашлыкоffе. День прекрасен",,,,,,,NIL,амариканский
rus_dev_track_a_00077,"все вы так говорите, а потом не перезваниваете:((((",,,,,,,NIL,"sorry, но я не могу на вашу просьbu replies вformat."
rus_dev_track_a_00078,Чувствую себя отвратительно от мысли о своем эгоизме,,,,,,,NIL,азбукалтайн
rus_dev_track_a_00079,Это был нг,,,,,,,NIL,somali
rus_dev_track_a_00080,Вот нахуя так делать.  спасибо блять. будто кислоту выпила.,,,,,,,NIL,афганский.
rus_dev_track_a_00081,Надо будет попробовать через два-три часа,,,,,,,russian,"сложим все возможные языки:

afrikaans, amharic, german, english, оromo, portugese, russian,somali,sundanese,tigrinya

теперь, если не найдёсть phùную langue в этом списке, я могу suggest language."
rus_dev_track_a_00082,У меня болит животик:(((((,,,,,,,NIL,afrikaans
rus_dev_track_a_00083,Вареники с вишней - это пздц) Шматы цвета гниющей трупнины.,,,,,,,NIL,оромо
rus_dev_track_a_00084,"#sledui Ааа поздравьте меня, по обществознанию за зачет 5 )",,,,,,,NIL,afrikaans
rus_dev_track_a_00085,"Девушки, пожалуйста, прекратите на фото делать утиные губы. Когда же вы поймете, что это НЕКРАСИВО. Спасибо, за внимание.",,,,,,,NIL,afrikaans
rus_dev_track_a_00086,Перед моим трамваем авария. Пассажиров высадили. Иду пешком!!!! #пипец #авария #домой,,,,,,,NIL,амариканский
rus_dev_track_a_00087,Опять все пролопоушили!,,,,,,,russian,"i apologize for the linguistic slip-up earlier. based on your message, i'm going to take a guess that the language is english. the phrase ""опять all prolopoushore"" seems to be a playful variation of the russian phrase ""опять попosed'ka"" (again), which is often used humorously to express surprise or annoyance."
rus_dev_track_a_00088,завтра сочинение по литературе будем писать. руки трясутся уже сейчас. пожелайте удачи ✌️,,,,,,,NIL,орус
rus_dev_track_a_00089,Как хорошо не ходить в шк,,,,,,,NIL,afrikaans
rus_dev_track_a_00090,а у меня просто ужас,,,,,,,NIL,somali
rus_dev_track_a_00091,мальчикам понравились наши подарки,,,,,,,NIL,amharic
rus_dev_track_a_00092,Сочинения - заебали,,,,,,,NIL,сочинения - сааме
rus_dev_track_a_00093,идите нахуй со своими подарками,,,,,,,NIL,{idize na ona paraki}
rus_dev_track_a_00094,"заболела походу, плохо пипец :(((",,,,,,,NIL,амарिकо
rus_dev_track_a_00095,"АААА это было потрясающе!!! концерт длился 2,5 часа! они выходили на бис раза 4) нереальные эмоции!",,,,,,,NIL,орусь
rus_dev_track_a_00096,вааааййй???за чтоо????почему??как???,,,,,,,NIL,"i see you're speaking in oromo, which is an official language of ethiopia."
rus_dev_track_a_00097,Продавец из McDonalds заправил рубаху в брюки - при этом выглядел непристойно.,,,,,,,NIL,амариканский
rus_dev_track_a_00098,теперь буду смотреть ежедневно!!но увы:НОЧЬЮ!!!(((,,,,,,,NIL,"нещасное нечётность в тексте! 

в данном случае language равен: amharic."
rus_dev_track_a_00099,мне страшно и жутко от этой бабушки,,,,,,,NIL,оромо
rus_dev_track_a_00100,мне вк парень подарок прислал за 10 голосов. Я в шоке. Мы с ним общались 2 раза в 2012 году,,,,,,,NIL,"итак, уptonин"
